inventory_id,relative_path,sha256,size_bytes,extension,detected_type,text_or_binary,tracked_status,ignored_status,symlink_target,classification,likely_role,review_level,audit_status,per_file_report,notes
F0123,project-audit/files/Makefile.md,1c82aff97b516e6795f1c41f48b7eefb77705b61371bb3ee3038bd7c98af6551,1527,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0123__project-audit__files__Makefile.md.md,3 line(s) exceed 140 characters
F0124,project-audit/files/PROJECT_MEMORY.md.md,ababb3f0378179b816a6f10f714c3a7e671f5dc1c7c9418b948cf3dfec62c222,1403,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0124__project-audit__files__PROJECT_MEMORY.md.md.md,3 line(s) exceed 140 characters
F0125,project-audit/files/README.md.md,d1ac5391f6282f0208e62d66d8a5f14eb7a274b144381f1afedc16dbf77b9bc4,2039,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0125__project-audit__files__README.md.md.md,5 line(s) exceed 140 characters
F0126,project-audit/files/RELEASE_VERIFICATION.json.md,90c53870e4f79f6f8020b40c81cbc89e528ea9bf8340c930677c778313860d66,624,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0126__project-audit__files__RELEASE_VERIFICATION.json.md.md,
F0127,project-audit/files/RELEASE_VERIFICATION.md.md,e22695b5464887ce2fdcdd7ecbf31e6f2abbfb4f0fdace24db20fba4edfd5ee3,987,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0127__project-audit__files__RELEASE_VERIFICATION.md.md.md,1 line(s) exceed 140 characters
F0128,project-audit/files/SECOND_AUDIT_FIX_REPORT_0.7.11.md.md,5bb14e5828adf43b0ac8ef10596e3f5c095292c1be94fc8a9de21a4de4d8f804,1244,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0128__project-audit__files__SECOND_AUDIT_FIX_REPORT_0.7.11.md.md.md,3 line(s) exceed 140 characters
F0129,project-audit/files/SECOND_AUDIT_FIX_VERIFICATION_0.7.11.json.md,45261e73dddd741bf747d8dc548177a4812cd52d0e79d74310c9924af96ec3f9,883,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0129__project-audit__files__SECOND_AUDIT_FIX_VERIFICATION_0.7.11.json.md.md,2 line(s) exceed 140 characters
F0130,project-audit/files/SECURITY.md.md,52e2eb2acd5e689b6c9b9303ae68fcd7b3c22026f278bafa670085c283344482,1070,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0130__project-audit__files__SECURITY.md.md.md,2 line(s) exceed 140 characters
F0131,project-audit/files/VERIFICATION.md.md,1b5cb21a7d85c51d908fffd9dea6ed2a5225275270a6b3d0c61186877bcc7cd8,1068,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0131__project-audit__files__VERIFICATION.md.md.md,2 line(s) exceed 140 characters
F0132,project-audit/files/_group_dist_and_caches.md,771551f8762b0922bfb5796624dce657b17e63c0cda80e63e21269ce54e886d7,1672,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0132__project-audit__files___group_dist_and_caches.md.md,3 line(s) exceed 140 characters
F0133,project-audit/files/_group_docs.md,3f52d1ee9832a14c96fedbe7dbffac7d656b5dc8530b222203f82ff487f8ae32,2861,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0133__project-audit__files___group_docs.md.md,7 line(s) exceed 140 characters
F0134,project-audit/files/_group_generated_caches.md,2af70ad37630a24242d45a43c864c2d9572755d3cdbdaa4d5a16168f60456c46,1596,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0134__project-audit__files___group_generated_caches.md.md,6 line(s) exceed 140 characters
F0135,project-audit/files/_group_schemas_examples_corpus.md,3b447cc268b513fc3a3407936f40035659f9b3826f8ba4297aad2ec32b3507f5,3207,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0135__project-audit__files___group_schemas_examples_corpus.md.md,Trailing whitespace lines: 11 | 9 line(s) exceed 140 characters | Findings: REPO-001
F0136,project-audit/files/_group_src_analysis.md,077d727c718cc32e2065534a64da3cc5ed4255eaef1d63fdbf30fc2bb93e9d95,5402,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0136__project-audit__files___group_src_analysis.md.md,15 line(s) exceed 140 characters
F0137,project-audit/files/_group_src_evidence_project.md,513ac5cff0eab7e792a0ee21886c262faeb40bd980c64350c049d402e050f72e,7959,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0137__project-audit__files___group_src_evidence_project.md.md,21 line(s) exceed 140 characters
F0138,project-audit/files/_group_src_governance.md,43657313ee772c66b461a7b3fac35f301d8042a60d16694840346f13404f9fc4,3128,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0138__project-audit__files___group_src_governance.md.md,10 line(s) exceed 140 characters
F0139,project-audit/files/_group_src_native_assembly_llm.md,6cab3163bd78e815aa28e77684590eff56a144ca96fa4956591343cedb80e34f,4160,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0139__project-audit__files___group_src_native_assembly_llm.md.md,"14 line(s) exceed 140 characters | 1 marker-word occurrence(s), all context-reviewed"
F0140,project-audit/files/_group_src_reconstruction.md,867bb83387b13bb8fe41fcf7d22e93ab21ccd36ab7f4071fc77f3b20b85d1aec,2669,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0140__project-audit__files___group_src_reconstruction.md.md,6 line(s) exceed 140 characters
F0141,project-audit/files/_group_tests.md,c7a61da406b8f406edb32181fe1f71d9bb43714e5758e44c90a916f771ecd070,3499,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0141__project-audit__files___group_tests.md.md,10 line(s) exceed 140 characters
F0142,project-audit/files/_group_vendored_tools.md,0c492252040b61e6e332b7bb612495ca4d847173fa435577d72b60e060c9c919,2523,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0142__project-audit__files___group_vendored_tools.md.md,4 line(s) exceed 140 characters
F0143,project-audit/files/ghidra_scripts__ExportFunctionArtifacts.java.md,1e7d04edf67e6fc6348fe8dbb242a4610820abb29ef6bf4c09333da1c13d759f,1144,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0143__project-audit__files__ghidra_scripts__ExportFunctionArtifacts.java.md.md,2 line(s) exceed 140 characters
F0144,project-audit/files/ghidra_scripts__ExportProjectManifest.java.md,3622124095072096219637c9b30bc7096bf99c9cb2f35d7992dd613ffc2829ed,672,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0144__project-audit__files__ghidra_scripts__ExportProjectManifest.java.md.md,1 line(s) exceed 140 characters
F0145,project-audit/files/ghidra_scripts__QueryAnalysis.java.md,7781879dd861c440b10887b117f5eb00f1a4c0847ea0daca7d7c54ebd8a1ee10,594,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0145__project-audit__files__ghidra_scripts__QueryAnalysis.java.md.md,1 line(s) exceed 140 characters
F0146,project-audit/files/pyproject.toml.md,0894cbe055d650a243ef26b216cd1457415e0db16aee6fd8a4e214fd58121201,2052,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0146__project-audit__files__pyproject.toml.md.md,3 line(s) exceed 140 characters
F0147,project-audit/files/scripts__run-pytest-partitions.py.md,f23b9c643f6512c31fe603ba65558c110f815c38d47902461195fc89be5ba913,874,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0147__project-audit__files__scripts__run-pytest-partitions.py.md.md,2 line(s) exceed 140 characters
F0148,project-audit/files/scripts__source_hashes.py.md,bd22675f4fb2f7425d4c5e521dc70cf47a4393bec3a28bd17d413fc278ccbd92,1258,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0148__project-audit__files__scripts__source_hashes.py.md.md,2 line(s) exceed 140 characters
F0149,project-audit/files/scripts__sync-release-contracts.py.md,82364530d7412955a7f9531458f268c48fe73ce4da21283f5c7090803b987bc6,956,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0149__project-audit__files__scripts__sync-release-contracts.py.md.md,2 line(s) exceed 140 characters
F0150,project-audit/files/scripts__validate-contracts.py.md,687468704a9a009538bed04f71e452a70d866db97b44b8d74111c1057a04f8a6,1315,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0150__project-audit__files__scripts__validate-contracts.py.md.md,Trailing whitespace lines: 13 | 3 line(s) exceed 140 characters | Findings: REPO-001
F0151,project-audit/files/scripts__verify-ghidra.sh.md,2c72510a8ceefaecc8f901601a80dc73de41bfb517d430279ec6c9cbbe68d3ae,1036,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0151__project-audit__files__scripts__verify-ghidra.sh.md.md,2 line(s) exceed 140 characters
F0152,project-audit/files/scripts__verify.sh.md,2aab51208369f89321d243308a56175fe43c158a8b209724cd167722510b7201,773,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0152__project-audit__files__scripts__verify.sh.md.md,1 line(s) exceed 140 characters
F0153,project-audit/files/setup.cfg.md,ab69841f4a243f7c52f1720f202891a8445d32f16f717a6a7ddb221e0e5f5bc4,577,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0153__project-audit__files__setup.cfg.md.md,
F0154,project-audit/files/skills__x86decomp__SKILL.md.md,69ccfb11592cdd460bbb66da9217ba4ef563ce6eada700519d790756c45697c8,1118,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0154__project-audit__files__skills__x86decomp__SKILL.md.md.md,2 line(s) exceed 140 characters
F0155,project-audit/files/src__x86decomp____init__.py.md,e5655f836c22d263b086e357bd8ae5abfc064719dd171584ad4e0712068663f6,837,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0155__project-audit__files__src__x86decomp____init__.py.md.md,2 line(s) exceed 140 characters
F0156,project-audit/files/src__x86decomp____main__.py.md,05e5dd3a236aa2ac8c750fd536bb728d11ddb892535bf03efe01bc4bda3473ce,818,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0156__project-audit__files__src__x86decomp____main__.py.md.md,1 line(s) exceed 140 characters
F0157,project-audit/files/src__x86decomp__analysis_db.py.md,4b2892049fe9dc317a3a80ebb12a458ff8a00b1676afec54fa05cb1b898cc6b0,1291,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0157__project-audit__files__src__x86decomp__analysis_db.py.md.md,2 line(s) exceed 140 characters
F0158,project-audit/files/src__x86decomp__binary_reader.py.md,77b333eac9efddd4e7e7a5da53eb3b4e35fd75b6c7a29a024ec5aa1bd21eaa88,1635,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0158__project-audit__files__src__x86decomp__binary_reader.py.md.md,3 line(s) exceed 140 characters
F0159,project-audit/files/src__x86decomp__canonical.py.md,da367ed0d4e843de0a21ecdd4cb7d23d6ffd6fc17c5e7b93a08349e9e801a0e4,2365,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0159__project-audit__files__src__x86decomp__canonical.py.md.md,5 line(s) exceed 140 characters
F0160,project-audit/files/src__x86decomp__cli.py.md,59e6ed8d5a46d70314da0630f3d102abbf2df89ec4ea5b543f5a6020da80266f,3293,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0160__project-audit__files__src__x86decomp__cli.py.md.md,8 line(s) exceed 140 characters
F0161,project-audit/files/src__x86decomp__cli_utils.py.md,6083b497cc20fcd7dfa0878b9e920d0839d75339d685e54249eb5ab377f5f7fd,2457,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0161__project-audit__files__src__x86decomp__cli_utils.py.md.md,4 line(s) exceed 140 characters
F0162,project-audit/files/src__x86decomp__coff.py.md,0aa7bef1164e4b8743a823d6ff530321e3a7909635d7febffa757e7ebeaebf44,2325,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0162__project-audit__files__src__x86decomp__coff.py.md.md,5 line(s) exceed 140 characters
F0163,project-audit/files/src__x86decomp__coff_archive.py.md,57c796a79b31da081ab2bfe4e52b1320da93e16396fe2136769c0e4176bc028a,1674,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0163__project-audit__files__src__x86decomp__coff_archive.py.md.md,Trailing whitespace lines: 15 | 5 line(s) exceed 140 characters | Findings: REPO-001
F0164,project-audit/files/src__x86decomp__compiler.py.md,7344c9d109d7168e9910c0da524a2209917c17c1cdf6ffe2740d653b9bfae089,972,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0164__project-audit__files__src__x86decomp__compiler.py.md.md,2 line(s) exceed 140 characters
F0165,project-audit/files/src__x86decomp__contracts.py.md,5b37e1698c4798b35676e2f805255a239290ee3e5098ad2d89756ad2ac9120d9,1574,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0165__project-audit__files__src__x86decomp__contracts.py.md.md,2 line(s) exceed 140 characters
F0166,project-audit/files/src__x86decomp__errors.py.md,513a917957c0eff56fbf96904de287a95680124f5d33286f1f4cd1c3aa83de08,1528,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0166__project-audit__files__src__x86decomp__errors.py.md.md,3 line(s) exceed 140 characters
F0167,project-audit/files/src__x86decomp__ghidra.py.md,1a725904801e36ee7acf6ee75a1d57b591b17683fad9787da3e22960f5551c58,1019,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0167__project-audit__files__src__x86decomp__ghidra.py.md.md,1 line(s) exceed 140 characters
F0168,project-audit/files/src__x86decomp__local_llm__transport.py.md,f3f375aa96a623796b93f9a9af57a0f06254a9e40461520133a22804d313f3a5,1322,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0168__project-audit__files__src__x86decomp__local_llm__transport.py.md.md,3 line(s) exceed 140 characters
F0169,project-audit/files/src__x86decomp__mcp.py.md,b248ee4199d56ab060a60ecf6de5d11c21f518f6255b4a9ffd8e324b6c57b3d5,1276,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0169__project-audit__files__src__x86decomp__mcp.py.md.md,3 line(s) exceed 140 characters
F0170,project-audit/files/src__x86decomp__models.py.md,d8ae79a8c93dfaf1700706a4bf0d48b5d5e86c3f95ba44c4c962a4fe28fb4524,1509,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0170__project-audit__files__src__x86decomp__models.py.md.md,5 line(s) exceed 140 characters
F0171,project-audit/files/src__x86decomp__msvc_metadata.py.md,be82d91aac658b1a184cbd41afd72c4156d8acba1734fe2fa1c07bae431f837a,2100,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0171__project-audit__files__src__x86decomp__msvc_metadata.py.md.md,4 line(s) exceed 140 characters
F0172,project-audit/files/src__x86decomp__pdb.py.md,eb8fec215999ab6a7359ebccec863fefe93d650ae5528c83fddfc87fa952095c,1723,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0172__project-audit__files__src__x86decomp__pdb.py.md.md,5 line(s) exceed 140 characters
F0173,project-audit/files/src__x86decomp__pe.py.md,faef9fa221742c64ab8077aeec22dc6534c37b67cece7a3534373b713ff6d25c,3145,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0173__project-audit__files__src__x86decomp__pe.py.md.md,9 line(s) exceed 140 characters
F0174,project-audit/files/src__x86decomp__pe32.py.md,527707aec58f4a490e2050dd4f468caa09001b9ada435925b691d136a9353e80,2198,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0174__project-audit__files__src__x86decomp__pe32.py.md.md,5 line(s) exceed 140 characters
F0175,project-audit/files/src__x86decomp__service.py.md,660a18bf8176db8ebb9513a845ee357ad757f21af7d9f543c01ba431a9933c98,1722,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0175__project-audit__files__src__x86decomp__service.py.md.md,4 line(s) exceed 140 characters
F0176,project-audit/files/src__x86decomp__test_bundle.py.md,cabc490e43ff0a57ef873ffecd73665d3881355086a48b758b35f8ce17af7cc1,1270,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0176__project-audit__files__src__x86decomp__test_bundle.py.md.md,3 line(s) exceed 140 characters
F0177,project-audit/files/src__x86decomp__util.py.md,010988af7e03ea5971cd444ec815f0470bd1a863f58d53ce3e9fa483197278bf,2650,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0177__project-audit__files__src__x86decomp__util.py.md.md,5 line(s) exceed 140 characters
F0178,project-audit/files/x86decomp-test.json.md,106a73295e14170ad80dbe3b9e6a16c04711f69d9d9ac6a19c9211db957bc9e2,1601,.md,Markdown,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical human-readable audit evidence or per-file review.,Complete-content text/source review,Audited — complete,files/F0178__project-audit__files__x86decomp-test.json.md.md,5 line(s) exceed 140 characters
F0179,project-audit/manifest_failures.txt,c25f533e868c223a875cf34c7dc6328f922f45545b3cf03f937d619c6d669809,2982,.txt,Plain text,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Historical audit artifact,Historical audit support artifact.,Complete-content text/source review,Audited — complete,files/F0179__project-audit__manifest_failures.txt.md,
F0180,pyproject.toml,141e8829c0aaefbd084d7a60ead3f8a07e049682e80043e1b3f1b86c55d691cf,1615,.toml,TOML,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Configuration or packaging,"Build metadata, package dependencies, entry points, and tool configuration.",Complete-content text/source review,Audited — complete,files/F0180__pyproject.toml.md,"1 line(s) exceed 140 characters | Findings: COR-001,LIC-001,MAINT-001,UX-001"
F0181,schemas/abi-contract.schema.json,536e89f5ab760329f3799138b17c8a321170fc1fc729528d97b7f75d4af96c76,919,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, additionalProperties, required, properties.",Complete-content text/source review,Audited — complete,files/F0181__schemas__abi-contract.schema.json.md,
F0182,schemas/assembly/asm-function.schema.json,5203c2e7147c3d4a5b57d7f481e62a341c8a5a49aa6534c27350c51b67f49f4b,1284,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties, additionalProperties.",Complete-content text/source review,Audited — complete,files/F0182__schemas__assembly__asm-function.schema.json.md,
F0183,schemas/assembly/asm-run.schema.json,da6ccd5588a1e5a2324c9e99e4ac21bc9246d7393c3042e5436ee5a40ba98736,581,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties, additionalProperties.",Complete-content text/source review,Audited — complete,files/F0183__schemas__assembly__asm-run.schema.json.md,
F0184,schemas/assembly/relocation-resolution.schema.json,2cf985f26cc073f194e444ef49215b8bc4f2cd66d0ee546f05e67559afba63a2,1136,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties, additionalProperties.",Complete-content text/source review,Audited — complete,files/F0184__schemas__assembly__relocation-resolution.schema.json.md,
F0185,schemas/assembly/roundtrip-report.schema.json,fd727824f525c79838ba3366ea7a3651490cd270d9e267734efca7d9223a3650,941,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties, additionalProperties.",Complete-content text/source review,Audited — complete,files/F0185__schemas__assembly__roundtrip-report.schema.json.md,
F0186,schemas/assembly/symbol-map.schema.json,ddacd944e055f1b3e9e902199252271944479183e3cfc77cbf11ff9443b867d6,926,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, additionalProperties.",Complete-content text/source review,Audited — complete,files/F0186__schemas__assembly__symbol-map.schema.json.md,1 line(s) exceed 140 characters
F0187,schemas/benchmark-corpus.schema.json,0081dd4d038287641f14ccd228dd0e824bff8bd3745f8251aaa0a94c1c61e36c,1048,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, additionalProperties, required, properties.",Complete-content text/source review,Audited — complete,files/F0187__schemas__benchmark-corpus.schema.json.md,
F0188,schemas/claim.schema.json,362341adcb81640a7839c77d37d7203b911e7e79655be6c0ab4115f460609532,1305,.json,JSON,text,Unavailable — source archive contains no .git metadata,Unavailable — source archive contains no .git metadata,,Schema or contract,"Structured repository data with top-level keys: $schema, $id, title, type, required, properties.",Complete-content text/source review,Audited — complete,files/F0188__schemas__claim.schema.json.md,
